sign,unicode
imgaga2,𒍩𒀭𒈾
imŋaŋa₂,𒍩𒀭𒈾
imŋaŋa2,𒍩𒀭𒈾
udra₂,𒍩𒀭𒈾
udra2,𒍩𒀭𒈾
ulušin₂,𒍩𒀭𒈾
uluszin2,𒍩𒀭𒈾
ešgar,𒀾𒃼
eszgar,𒀾𒃼
banlimmu,𒀾𒌋
ašgab,𒀿
aszgab,𒀿
erib,𒀿
irib,𒀿
šigagu,𒀿
szigagu,𒀿
šikangu,𒀿
szikangu,𒀿
ba,𒁀
be₄,𒁀
be4,𒁀
bi₆,𒁀
bi6,𒁀
libit,𒁀
pa₂,𒁀
pa2,𒁀
wa₂,𒁀
wa2,𒁀
ba₉,𒁁
ba9,𒁁
bad,𒁁
bada,𒁁
bara₄,𒁁
bara4,𒁁
bat,𒁁
bata,𒁁
baṭ,𒁁
"bat,",𒁁
be,𒁁
bi₄,𒁁
bi4,𒁁
bid₂,𒁁
bid2,𒁁
bit₂,𒁁
bit2,𒁁
dihi,𒁁
dim₇,𒁁
dim7,𒁁
edim,𒁁
eš₇,𒁁
esz7,𒁁
idin,𒁁
mat₂,𒁁
mat2,𒁁
me₄,𒁁
me4,𒁁
med,𒁁
met,𒁁
meṭ,𒁁
"met,",𒁁
mit,𒁁
miti,𒁁
mitu,𒁁
miṭ,𒁁
"mit,",𒁁
mud₂,𒁁
mud2,𒁁
mut₂,𒁁
mut2,𒁁
paₓ,𒉻
pad₂,𒁁
pad2,𒁁
pat₂,𒁁
pat2,𒁁
paṭ₂,𒁁
"pat,2",𒁁
pe₃,𒁁
pe3,𒁁
pet₂,𒁁
pet2,𒁁
pi₃,𒁁
pi3,𒁁
pid₂,𒁁
pid2,𒁁
pit₂,𒁁
pit2,𒁁
qit₃,𒁁
qit3,𒁁
sugin,𒁁
sungin,𒁁
ṣiṣ,𒁁
"s,is,",𒁁
ti₅,𒁁
ti5,𒁁
tile,𒁁
ṭil₂,𒁁
"t,il2",𒁁
ulal,𒁁
zar₅,𒁁
zar5,𒁁
zara₅,𒁁
zara5,𒁁
zaz,𒁁
zis,𒁁
ziz,𒁁
zu₄,𒁁
zu4,𒁁
zuru₉,𒁁
zuru9,𒁁
zar₆,𒁁𒀸
zar6,𒁁𒀸
zara₆,𒁁𒀸
zara6,𒁁𒀸
zuru₁₀,𒁁𒀸
zuru10,𒁁𒀸
dabda₂,𒁁𒁁
dabda2,𒁁𒁁
buruₓ,𒋲
gurinₓ,𒋲
gurun₂,𒁁𒅆𒁁
gurun2,𒁁𒅆𒁁
kurunₓ,𒋲
sagmaš,𒁁𒆜
sagmasz,𒁁𒆜
saŋmaš,𒁁𒆜
saŋmasz,𒁁𒆜
zanbur,𒁁𒆜
adₓ,𒂗
adama,𒁁𒈪
adamu,𒁁𒈪
mudgi,𒁁𒈪
lugud,𒁁𒌓
agaš,𒁁.X
agasz,𒁁.X
/allura/,𒁃
alurₓ,𒁃
bahar₂,𒁃
bahar2,𒁃
lil₇,𒁃
lil7,𒁃
lillu,𒁃
muštaptin,𒁃
musztaptin,𒁃
nunurra,𒁃
nunurru,𒁃
bal,𒁄
bala,𒁄
balak,𒁄
bul₃,𒁄
bul3,𒁄
kulₓ,𒄑𒆰
pal,𒁄
pala₄,𒁄
pala4,𒁄
pul₃,𒁄
pul3,𒁄
minbulugₓ,𒁑𒉄
balag,𒁆
balaŋ,𒁆
bulug₅,𒁆
bulug5,𒁆
buluŋ₅,𒁆
buluŋ5,𒁆
bulunₓ,𒉽𒉽
bum₂,𒁆
bum2,𒁆
gud₁₀,𒁆
gud10,𒁆
gudu₁₀,𒁆
gudu10,𒁆
lumha,𒁆
takaₓ,𒔋
hurinₓ,𒁆𒀀
tegi,𒁆𒈜
tigi,𒁆𒈜
tigu,𒁆𒈜
zabitum,𒁆𒌉
ba₁₅,𒁇
ba15,𒁇
bar,𒁇
bara,𒁇
bare,𒁇
par₂,𒁇
par2,𒁇
para₂,𒁇
para2,𒁇
sutu,𒑏
war,𒁇
kunga₂,𒋙𒀭
kunga2,𒋙𒀭
kungi₂,𒋙𒀭
kungi2,𒋙𒀭
kunga,𒋙𒀯
kungi,𒋙𒀯
bahar₄,𒁇𒂔
bahar4,𒁇𒂔
nunmeli,𒁇𒄷𒆕
bar₂,𒁈
bar2,𒁈
bara₂,𒁈
bara2,𒁈
barag,𒁈
par₆,𒁈
par6,𒁈
para₁₀,𒁈
para10,𒁈
parag,𒁈
ša₂₃,𒁈
sza23,𒁈
šar₆,𒁈
szar6,𒁈
šara,𒁈
szara,𒁈
be₂,𒁉
be2,𒁉
bi,𒁉
biz,𒁉
dugₓ,𒋀𒅁
ebirₓ,𒁉
epir₂,𒁉
epir2,𒁉
ešemen₅,𒁉
eszemen5,𒁉
ešemin₅,𒁉
eszemin5,𒁉
gaš,𒁉
gasz,𒁉
huburₓ,𒉭
ka₈,𒁉
ka8,𒁉
kas₂,𒁉
kas2,𒁉
kaš,𒁉
kasz,𒁉
kaṣ₂,𒁉
"kas,2",𒁉
pe₂,𒁉
pe2,𒁉
pi₂,𒁉
pi2,𒁉
sa₁₈,𒁉
sa18,𒁉
siris₄,𒁉
siris4,𒁉
su₁₅,𒁉
su15,𒁉
ša₂₁,𒁉
sza21,𒁉
šu₁₃,𒁉
szu13,𒁉
kaš-bir₈,𒁉𒀀𒋤
kasz-bir8,𒁉𒀀𒋤
kašbir,𒁉𒀀𒋤
kaszbir,𒁉𒀀𒋤
ulušinₓ,𒁉𒀀𒋤
uluszinₓ,𒁉𒀀𒋤
{kaš}ulušinₓ,𒁉𒀾
{kasz}uluszinₓ,𒁉𒀾
{kaš}ulušin,𒁉𒀾𒀀𒀭
{kasz}uluszin,𒁉𒀾𒀀𒀭
{kaš}ulušin₃,𒁉𒀾𒀭
{kasz}uluszin3,𒁉𒀾𒀭
{kaš}ulušin₂,𒁉𒀾𒀭𒈾
{kasz}uluszin2,𒁉𒀾𒀭𒈾
lungaₓ,𒁋
kurun,𒁉𒁷
kušum,𒁉𒈜
kuszum,𒁉𒈜
šaqa,𒁉𒈜
szaqa,𒁉𒈜
šaqu,𒁉𒈜
szaqu,𒁉𒈜
šaqum,𒁉𒈜
szaqum,𒁉𒈜
kurun₅,𒁉𒈪
kurun5,𒁉𒈪
siris₅,𒁉𒈪
siris5,𒁉𒈪
dida,𒁉𒌑𒊓
{kaš}dida,𒁉𒌑𒊓
{kasz}dida,𒁉𒌑𒊓
pihu₄,𒁉𒌑𒊓
pihu4,𒁉𒌑𒊓
dida₂,𒍑𒊓
dida2,𒍑𒊓
{kaš}dida₂,𒁉𒍑𒊓
{kasz}dida2,𒁉𒍑𒊓
pihu₅,𒍑𒊓
pihu5,𒍑𒊓
bappir₃,𒁋
bappir3,𒁋
bappira₃,𒁋
bappira3,𒁋
šembi₃,𒁌
szembi3,𒁌
šimbi₃,𒁌
szimbi3,𒁌
bu,𒁍
bur₁₂,𒁍
bur12,𒁍
dim₁₃,𒁍
dim13,𒁍
dul₁₀,𒁍
dul10,𒁍
dur₇,𒁍
dur7,𒁍
gazibu,𒁍
gazimbi,𒁍
gazinbi,𒁍
gazinbu,𒁍
gi₂₇,𒁍
gi27,𒁍
gid₂,𒁍
gid2,𒁍
gida₂,𒁍
gida2,𒁍
gidi₃,𒁍
gidi3,𒁍
gidim₃,𒁍
gidim3,𒁍
gim₇,𒁍
gim7,𒁍
git₂,𒁍
git2,𒁍
giṭ₂,𒁍
"git,2",𒁍
guz₂,𒁍
guz2,𒁍
ildumₓ,𒉄
kid₁₀,𒁍
kid10,𒁍
kim₃,𒁍
kim3,𒁍
kit₁₀,𒁍
kit10,𒁍
madal,𒁍
madla,𒁍
madlu,𒁍
malla,𒁍
mudla,𒁍
mudlu,𒁍
mudra₃,𒁍
mudra3,𒁍
mudru₃,𒁍
mudru3,𒁍
mudul,𒁍
mulla,𒁍
mullu,𒁍
nun₃,𒁍
nun3,𒁍
pi₈,𒁍
pi8,𒁍
pu,𒁍
qid₂,𒁍
qid2,𒁍
qit₂,𒁍
qit2,𒁍
ra₅,𒁍
ra5,𒁍
ser₂,𒁍
ser2,𒁍
siₓ,𒋻
sir₂,𒁍
sir2,𒁍
su₁₃,𒁍
su13,𒁍
sud₄,𒁍
sud4,𒁍
sugₓ,𒋤𒉺𒂖
suš₃,𒁍
susz3,𒁍
šaški,𒁍
szaszki,𒁍
šašku,𒁍
szaszku,𒁍
šer₂,𒁍
szer2,𒁍
šir₂,𒁍
szir2,𒁍
šud₂,𒁍
szud2,𒁍
tur₈,𒁍
tur8,𒁍
sirsir,𒁎
gutir,𒁏
kide,𒁏
unu₁₂,𒁐
unu12,𒁐
bu₉,𒁑
bu9,𒁑
bulug,𒁑
buluŋ,𒁑
magar,𒁑
magara,𒁑
mangara,𒁑
muš₆,𒁑
musz6,𒁑
nagarₓ,𒁑
niŋinₓ,𒁑
mebulug₂,𒁒
mebulug2,𒁒
menbulug₂,𒁒
menbulug2,𒁒
minbulug₂,𒁒
minbulug2,𒁒
šembulug,𒁒
szembulug,𒁒
šimbulug,𒁒
szimbulug,𒁒
bur,𒁓
buru,𒁓
limₓ,𒐉
pur,𒁓
puru,𒁓
bal₂,𒁔
bal2,𒁔
bu₈,𒁔
bu8,𒁔
bul₂,𒁔
bul2,𒁔
bulug₂,𒁔
bulug2,𒁔
bur₂,𒁔
bur2,𒁔
buru₂,𒁔
buru2,𒁔
du₉,𒁔
du9,𒁔
dun₅,𒁔
dun5,𒁔
pul₂,𒁔
pul2,𒁔
su₁₆,𒁔
su16,𒁔
sun₅,𒁔
sun5,𒁔
šum₅,𒁔
szum5,𒁔
ušu,𒁔
uszu,𒁔
ušum,𒁔
uszum,𒁔
bubbur,𒁔𒁔
aₓ,𒁕
da,𒁕
diₓ,𒁶
du₂₀,𒁕
du20,𒁕
idi₃,𒁕
idi3,𒁕
le₁₀,𒁕
le10,𒁕
li₁₀,𒁕
li10,𒁕
qab₃,𒁕
qab3,𒁕
ta₂,𒁕
ta2,𒁕
ṭa,𒁕
"t,a",𒁕
gabraₓ,𒁕𒍑
ragabₓ,𒁕𒍑
bar₃,𒁖
bar3,𒁖
bara₃,𒁖
bara3,𒁖
barag₂,𒁖
barag2,𒁖
da₈,𒁖
da8,𒁖
dag,𒁖
dak,𒁖
daq,𒁖
par₃,𒁖
par3,𒁖
para₃,𒁖
para3,𒁖
tag₂,𒁖
tag2,𒁖
tak₂,𒁖
tak2,𒁖
taq₂,𒁖
taq2,𒁖
ṭak,𒁖
"t,ak",𒁖
šihumₓ,𒁖𒆨
szihumₓ,𒁖𒆨
massa₂,𒁗
massa2,𒁗
garim₂,𒁘
garim2,𒁘
ŋarim₂,𒁘
ŋarim2,𒁘
šaran,𒁙
szaran,𒁙
harₓ,𒆢
hara₄,𒁚
hara4,𒁚
haru₄,𒁚
haru4,𒁚
akan,𒁜
akani,𒁜
haraₓ,𒉸
kisim₇,𒁜
kisim7,𒁜
subₓ,𒋃
ubur,𒁜
massa,𒁜
keš₇,𒁝
kesz7,𒁝
kiši₇,𒁝
kiszi7,𒁝
keš₈,𒁞
kesz8,𒁞
kirim,𒁞
kisiₓ,𒁞
kisim₄,𒁞
kisim4,𒁞
kiši₈,𒁞
kiszi8,𒁞
udul₅,𒁟
udul5,𒁟
utul₅,𒁟
utul5,𒁟
hulum₃,𒁠
hulum3,𒁠
hunin,𒁠
ubur₃,𒁡
ubur3,𒁡
ubur₄,𒁢
ubur4,𒁢
gabar₂,𒁣
gabar2,𒁣
kabar₂,𒁣
kabar2,𒁣
lahta₆,𒁤
lahta6,𒁤
lahtan₆,𒁤
lahtan6,𒁤
kisimₓ,𒁥
ubur₂,𒁥
ubur2,𒁥
amaš,𒁦
amasz,𒁦
amaša,𒁦
amasza,𒁦
kisim₃,𒁦
kisim3,𒁦
ua₄,𒁦
ua4,𒁦
udul₃,𒁦
udul3,𒁦
utua₂,𒁦
utua2,𒁦
utul₃,𒁦
utul3,𒁦
utuwa₂,𒁦
utuwa2,𒁦
hulum,𒁧
ge₂₈,𒁨
ge28,𒁨
šurin₄,𒁨
szurin4,𒁨
šurun₄,𒁨
szurun4,𒁨
rapiku,𒁩
rapiqu,𒁩
kisim₂,𒁪
kisim2,𒁪
zibin,𒁫
hara₅,𒁬
hara5,𒁬
harub,𒁬
keš₉,𒁬
kesz9,𒁬
kisim,𒁬
kiši₉,𒁬
kiszi9,𒁬
šaran₂,𒁬
szaran2,𒁬
šarin,𒁬
szarin,𒁬
šurin₅,𒁬
szurin5,𒁬
šurun₅,𒁬
szurun5,𒁬
zibin₂,𒁬
zibin2,𒁬
udul₆,𒁭
udul6,𒁭
utua,𒁭
utul₆,𒁭
utul6,𒁭
utuwa,𒁭
ku₁₂,𒁖
ku12,𒁖
lu₁₀,𒁖
lu10,𒁖
da₄,𒁮
da4,𒁮
dam,𒁮
dama,𒁮
dum₃,𒁮
dum3,𒁮
lam₃,𒁮
lam3,𒁮
ta₄,𒁮
ta4,𒁮
tam₂,𒁮
tam2,𒁮
tum₁₀,𒁮
tum10,𒁮
ṭa₄,𒁮
"t,a4",𒁮
ṭam,𒁮
"t,am",𒁮
daₓ,𒉿
dar,𒁯
daš₄,𒁯
dasz4,𒁯
dir₂,𒁯
dir2,𒁯
guₓ,𒍀
gun₃,𒁯
gun3,𒁯
gunu₃,𒁯
gunu3,𒁯
tar₂,𒁯
tar2,𒁯
tir₃,𒁯
tir3,𒁯
ṭar₂,𒁯
"t,ar2",𒁯
ṭir₄,𒁯
"t,ir4",𒁯
dar₃,𒁰
dar3,𒁰
dara₃,𒁰
dara3,𒁰
durah,𒁰
tar₃,𒁰
tar3,𒁰
tara₃,𒁰
tara3,𒁰
tarah,𒁰
ṭar₃,𒁰
"t,ar3",𒁰
dar₄,𒁱
dar4,𒁱
dara₄,𒁱
dara4,𒁱
durahₓ,𒁱
gana₆,𒁱
gana6,𒁱
ganam₆,𒁱
ganam6,𒁱
inna,𒁱
lahar₂,𒁱
lahar2,𒁱
lahrum₂,𒁱
lahrum2,𒁱
mudru₄,𒋠𒀸
mudru4,𒋠𒀸
nina₂,𒁱
nina2,𒁱
ninnaₓ,𒁱
tarahₓ,𒁱
ua₂,𒁱
ua2,𒁱
u₁₀,𒁱
u10,𒁱
de,𒁲
di,𒁲
duₓ,𒋀𒅁
sa₂,𒁲
sa2,𒁲
sal₂,𒁲
sal2,𒁲
salagud,𒁲
salgud,𒁲
salim,𒁲
se₈,𒁲
se8,𒁲
si₈,𒁲
si8,𒁲
siliₓ,𒁲
silim,𒁲
silima,𒁲
sim₃,𒁲
sim3,𒁲
sisaₓ,𒁲
śa₂,𒁲
śa2,𒁲
ša₁₈,𒁲
sza18,𒁲
šul₃,𒁲
szul3,𒁲
te₁₀,𒁲
te10,𒁲
ti₄,𒁲
ti4,𒁲
ṭe,𒁲
"t,e",𒁲
ṭi,𒁲
"t,i",𒁲
sadu,𒁲𒁲
guruštiₓ,𒁲.X
gurusztiₓ,𒁲.X
dab,𒁳
daba,𒁳
dabe,𒁳
dap,𒁳
deb,𒁳
dib,𒁳
dibi,𒁳
dip,𒁳
dubba,𒁾
dul₈,𒁳
dul8,𒁳
nu₁₂,𒇻
nu12,𒇻
teb,𒁳
tep,𒁳
tib,𒁳
tip,𒁳
ṭab₃,𒁳
"t,ab3",𒁳
ṭap₃,𒁳
"t,ap3",𒁳
ṭeb,𒁳
"t,eb",𒁳
ṭep,𒁳
"t,ep",𒁳
ṭib,𒁳
"t,ib",𒁳
ṭip,𒁳
"t,ip",𒁳
di₁₁,𒁴
di11,𒁴
dim,𒁴
dum₄,𒁴
dum4,𒁴
mun₃,𒁴
mun3,𒁴
tam₃,𒁴
tam3,𒁴
tem,𒁴
ti₃,𒁴
ti3,𒁴
tim,𒁴
tum₈,𒁴
tum8,𒁴
ṭem,𒁴
"t,em",𒁴
ṭim,𒁴
"t,im",𒁴
gakkul₂,𒁵
gakkul2,𒁵
kakkul₂,𒁵
kakkul2,𒁵
mun,𒁵
munu,𒁵
dem₂,𒁶
dem2,𒁶
dim₂,𒁶
dim2,𒁶
dima₂,𒁶
dima2,𒁶
ge₁₈,𒁶
ge18,𒁶
gem,𒁶
gen₇,𒁶
gen7,𒁶
gi₁₈,𒁶
gi18,𒁶
gim,𒁶
gimi,𒁶
gin₇,𒁶
gin7,𒁶
ke₅,𒁶
ke5,𒁶
kem,𒁶
ki₅,𒁶
ki5,𒁶
kim,𒁶
kin₈,𒁶
kin8,𒁶
mušda,𒁶
muszda,𒁶
mušdam,𒁶
muszdam,𒁶
mušdama,𒁶
muszdama,𒁶
qim,𒁶
šidi,𒁶
szidi,𒁶
šidim,𒁶
szidim,𒁶
šilamₓ,𒉣𒇬
szilamₓ,𒉣𒇬
šitim,𒁶
szitim,𒁶
šitalamₓ,𒁶
szitalamₓ,𒁶
/šitlam/,𒁶
/szitlam/,𒁶
tam₆,𒁶
tam6,𒁶
ṭem₂,𒁶
"t,em2",𒁶
ṭim₂,𒁶
"t,im2",𒁶
dan₅,𒁷
dan5,𒁷
den,𒁷
di₂,𒄭
di2,𒄭
din,𒁷
dini,𒁷
gurun₈,𒁷
gurun8,𒁷
idinₓ,𒁷
kurun₂,𒁷
kurun2,𒁷
ten₂,𒁷
ten2,𒁷
ti₂,𒄭
ti2,𒄭
tilₓ,𒌉𒌉
tim₃,𒁷
tim3,𒁷
tin,𒁷
ṭen,𒁷
"t,en",𒁷
ṭin,𒁷
"t,in",𒁷
sagkurun,𒁸
babilaₓ,𒆍𒀭
din-tir,𒁷𒊺𒉪
gamun,𒁷𒊺𒉪
anₓ,𒂦
ana,𒁹
aš₁₀,𒁹
asz10,𒁹
daš₂,𒁹
dasz2,𒁹
deš,𒁹
desz,𒁹
diš,𒁹
disz,𒁹
diša,𒁹
disza,𒁹
duš₂,𒁹
dusz2,𒁹
gala₁₀,𒇽𒁹
gala10,𒇽𒁹
ge₃,𒁹
ge3,𒁹
geš₂,𒐕
gesz2,𒐕
gešta,𒐕
geszta,𒐕
gi₃,𒐕
gi3,𒐕
giš₂,𒐕
gisz2,𒐕
ŋeš₂,𒐕
ŋesz2,𒐕
ŋiš₂,𒐕
ŋisz2,𒐕
il₄,𒁹
il4,𒁹
ili₆,𒁹
ili6,𒁹
eš₄,𒁹
esz4,𒁹
iš₄,𒁹
isz4,𒁹
m,𒁹
makaš,𒁹
makasz,𒁹
makkaš,𒁹
makkasz,𒁹
muš₇,𒌋𒁯
musz7,𒌋𒁯
nigida,𒁹
saŋtak₄,𒁹
saŋtak4,𒁹
salubug₂,𒁹
salubug2,𒁹
salugub₂,𒁹
salugub2,𒁹
sandak₄,𒁹
sandak4,𒁹
santa₄,𒁹
santa4,𒁹
santag₄,𒁹
santag4,𒁹
santak₄,𒁹
santak4,𒁹
šantag,𒁹
szantag,𒁹
šantak,𒁹
szantak,𒁹
tal₄,𒁹
tal4,𒁹
taš₂,𒁹
tasz2,𒁹
til₅,𒁹
til5,𒁹
tiš,𒁹
tisz,𒁹
tiz,𒁹
ṭiš,𒁹
"t,isz",𒁹
uš₉,𒁹
usz9,𒁹
1(diš),𒁹
1(disz),𒁹
1(diš@c),𒁹
1(disz@c),𒁹
diš@c,𒁹
disz@c,𒁹
barig@c,𒁹
1(barig),𒁹
1(barig@c),𒁹
1(bariga),𒁹
1(bariga@c),𒁹
ašdar₂,𒁹𒁯
aszdar2,𒁹𒁯
uₓ(DIŠ)-gun₃,𒁹𒁯
uₓ(DISZ)-gun3,𒁹𒁯
eš₅,𒁹𒁹𒁹
esz5,𒁹𒁹𒁹
eša₅,𒁹𒁹𒁹
esza5,𒁹𒁹𒁹
eššaba,𒁹𒁹𒁹𒌋𒌋
eszszaba,𒁹𒁹𒁹𒌋𒌋
eššana,𒁹𒁹𒁹𒌋𒌋
eszszana,𒁹𒁹𒁹𒌋𒌋
iššebu,𒁹𒁹𒁹𒌋𒌋
iszszebu,𒁹𒁹𒁹𒌋𒌋
iššebuₓ,𒁹𒁹𒁹𒌍
iszszebuₓ,𒁹𒁹𒁹𒌍
ar₆,𒁺
ar6,𒁺
ara₆,𒁺
ara6,𒁺
aragub,𒁺
de₆,𒁺
de6,𒁺
di₆,𒁺
di6,𒁺
du,𒁺
dulₓ,𒌨
er₁₀,𒁺
er10,𒁺
ge₁₃,𒁺
ge13,𒁺
gen,𒁺
gim₆,𒁺
gim6,𒁺
gin,𒁺
ginaₓ,𒁺
gir₇,𒁺
gir7,𒁺
gub,𒁺
guba,𒁺
gubu,𒁺
gup,𒁺
ŋen,𒁺
ŋin,𒁺
ŋim₆,𒁺
ŋim6,𒁺
im₆,𒁺
im6,𒁺
ir₁₀,𒁺
ir10,𒁺
kaš₅,𒁺
kasz5,𒁺
kim₆,𒁺
kim6,𒁺
kin₇,𒁺
kin7,𒁺
kuₓ,𒉐
kub,𒁺
kup,𒁺
kurₓ,𒇸
lah₆,𒁺
lah6,𒁺
men₃,𒁺
men3,𒁺
miₓ,𒁺
naₓ,𒌓𒉌
qub,𒁺
qup,𒁺
ra₂,𒁺
ra2,𒁺
re₆,𒁺
re6,𒁺
ri₆,𒁺
ri6,𒁺
ša₄,𒁺
sza4,𒁺
še₁₃,𒁺
sze13,𒁺
tu₃,𒁺
tu3,𒁺
tum₂,𒁺
tum2,𒁺
tuma₂,𒁺
tuma2,𒁺
tumu₂,𒁺
tumu2,𒁺
ṭu₃,𒁺
"t,u3",𒁺
ur₈,𒁺
ur8,𒁺
erₓ,𒈀
gidₓ,𒁺𒁺
lah₅,𒁺𒁺
lah5,𒁺𒁺
laha₅,𒁺𒁺
laha5,𒁺𒁺
lalah₂,𒁺𒁺
lalah2,𒁺𒁺
rahₓ,𒁽𒁽
šuₓ,𒋺
szuₓ,𒋺
lahₓ,𒁻𒁻
lalahₓ,𒁺𒁺𒁺𒁺
reₓ,𒁽𒁽
suₓ,𒋳
rig₁₂,𒁺𒄸
rig12,𒁺𒄸
rige₁₂,𒁺𒄸
rige12,𒁺𒄸
la₄,𒁻
la4,𒁻
lah₄,𒁻
lah4,𒁻
laha₄,𒁻
laha4,𒁻
lalah,𒁻
re₇,𒁻
re7,𒁻
ri₇,𒁻
ri7,𒁻
su₈,𒁻
su8,𒁻
sub₂,𒁻
sub2,𒁻
sug₂,𒁻
sug2,𒁻
sup₂,𒁻
sup2,𒁻
išdu,𒁼
iszdu,𒁼
gim₅,𒁼
gim5,𒁼
gir₆,𒁼
gir6,𒁼
giri₆,𒁼
giri6,𒁼
im₅,𒁼
im5,𒁼
išdumₓ,𒁼
iszdumₓ,𒁼
kas₅,𒁼
kas5,𒁼
kim₅,𒁼
kim5,𒁼
suh₆,𒁼
suh6,𒁼
suhuš,𒁼
suhusz,𒁼
šuhuš,𒁼
szuhusz,𒁼
gigri,𒁼𒁼
ālik,𒁽
lāsimu,𒁽
gim₄,𒁽
gim4,𒁽
gir₅,𒁽
gir5,𒁽
giri₅,𒁽
giri5,𒁽
girim₂,𒁽
girim2,𒁽
im₂,𒁽
im2,𒁽
ka₇,𒁽
ka7,𒁽
kaku,𒁽
kamaš,𒁽
kamasz,𒁽
kas₄,𒁽
kas4,𒁽
kaš₄,𒁽
kasz4,𒁽
kim₄,𒁽
kim4,𒁽
lah₇,𒁽𒁽
lah7,𒁽𒁽
raₓ,𒌌
rim₄,𒁽
rim4,𒁽
gan₃,𒁽𒀀
gan3,𒁽𒀀
gana₃,𒁽𒀀
gana3,𒁽𒀀
gigri₂,𒁽𒁽
gigri2,𒁽𒁽
leʾum,𒁾
le'um,𒁾
dab₄,𒁾
dab4,𒁾
deh,𒁾
dehi,𒁾
dih,𒁾
dub,𒁾
duba,𒁾
dubu,𒁾
dup,𒁾
kišib₃,𒁾
kiszib3,𒁾
mebulug₃,𒁾
mebulug3,𒁾
menbulug₃,𒁾
menbulug3,𒁾
mes₂,𒁾
mes2,𒁾
samag,𒌝
simig,𒁾
sumug,𒌝
šen₄,𒁾
szen4,𒁾
tehe,𒁾
tehi,𒁾
tub,𒁾
tup,𒁾
ṭub,𒁾
"t,ub",𒁾
ṭup,𒁾
"t,up",𒁾
urud₂,𒁾
urud2,𒁾
urudu₂,𒁾
urudu2,𒁾
zamug,𒁾
dibira,𒁾𒉄
tabira,𒁾𒉄
tebiru,𒁾𒉄
tibira,𒁾𒉄
gaz₃,𒁿
gaz3,𒁿
dim₅,𒂀
dim5,𒂀
dub₂,𒂀
dub2,𒂀
duba₂,𒂀
duba2,𒂀
dubu₂,𒂀
dubu2,𒂀
dup₂,𒂀
dup2,𒂀
sagkurini,𒂀
tig₃,𒂀
tig3,𒂀
tu₁₆,𒂀
tu16,𒂀
tub₂,𒂀
tub2,𒂀
tunₓ,𒅾
tup₂,𒂀
tup2,𒂀
ṭub₂,𒂀
"t,ub2",𒂀
dug,𒂁
duk,𒂁
duka,𒂁
duq,𒂁
ebir,𒂁
epig₂,𒂁
epig2,𒂁
epir,𒂁
gurin,𒄧
gurun₇,𒂁
gurun7,𒂁
kurum₁₀,𒂁
kurum10,𒂁
kurin,𒂁
kurun₃,𒂁
kurun3,𒂁
liṭ₂,𒂁
"lit,2",𒂁
lud,𒂁
lum₃,𒂁
lum3,𒂁
lumu₃,𒂁
lumu3,𒂁
lut,𒂁
lutu,𒂁
luṭ,𒂁
"lut,",𒂁
luṭu,𒂁
"lut,u",𒂁
si₁₄,𒂁
si14,𒂁
šikin₂,𒂁
szikin2,𒂁
ṣurṣub,𒂁
"s,urs,ub",𒂁
tug₃,𒂁
tug3,𒂁
tuk₃,𒂁
tuk3,𒂁
tuq₃,𒂁
tuq3,𒂁
ulud,𒂁
urrub,𒂁
ursub,𒂁
urṣub,𒂁
"urs,ub",𒂁
urzub,𒂁
zurzub,𒂁
baharₓ,𒌋𒊬
lumₓ,𒕇
bahar₅,𒂁𒋡𒁓𒈾
bahar5,𒂁𒋡𒁓𒈾
šakirₓ,𒆠𒀭𒌓
szakirₓ,𒆠𒀭𒌓
šugurₓ,𒒦
szugurₓ,𒒦
duguₓ,𒂂
dugud,𒂂
duguda,𒂂
dukudₓ,𒂂
gi₂₅,𒂂
gi25,𒂂
ŋi₂₅,𒂂
ŋi25,𒂂
kaptu,𒂂
qaptu,𒂂
duh,𒃮
du₂₄,𒂄
du24,𒂄
dun,𒂄
duna,𒂄
dur₉,𒂄
dur9,𒂄
duru₉,𒂄
duru9,𒂄
sah₃,𒂄
sah3,𒂄
su₁₇,𒂄
su17,𒂄
sul,𒂄
šah₂,𒂄
szah2,𒂄
šahan₃,𒂄
szahan3,𒂄
šul,𒂄
szul,𒂄
tun₄,𒂄
tun4,𒂄
zu₇,𒂄
zu7,𒂄
zahdaₓ,𒂄𒉈𒌉
du₅,𒂅
du5,𒂅
dug₅,𒂅
dug5,𒂅
dun₃,𒂅
dun3,𒂅
su₁₈,𒂅
su18,𒂅
sug₅,𒂅
sug5,𒂅
tu₁₈,𒂅
tu18,𒂅
tun₃,𒂅
tun3,𒂅
tuna₃,𒂅
tuna3,𒂅
tug₈,𒂅
tug8,𒂅
ṭu,𒂅
"t,u",𒂅
aga₃,𒂆
aga3,𒂆
aŋa₃,𒂆
aŋa3,𒂆
ge₁₁,𒂆
ge11,𒂆
gi₁₁,𒂆
gi11,𒂆
gig₄,𒂆
gig4,𒂆
giŋ₄,𒂆
giŋ4,𒂆
gim₂,𒂆
gim2,𒂆
gin₂,𒂆
gin2,𒂆
gina₂,𒂆
gina2,𒂆
puš₄,𒂆
pusz4,𒂆
aga-us₂,𒂆𒍑
aga-us2,𒂆𒍑
uku-uš,𒂆𒍑
uku-usz,𒂆𒍑
aga,𒂇
agu,𒂇
ir₁₇,𒂇
ir17,𒂇
mer,𒂇
mere,𒂇
migir,𒂇
mir,𒂇
miri,𒂇
nigir,𒂇
